domain_id,domain_name,hierarchy,xfold
001868178,e5f0eA2,12.3.1.9,12
002391166,e6druA3,12.3.1.9,12
002404945,e5ohsB3,12.3.1.9,12
002469637,e5zn6B1,12.3.1.9,12
002630838,e6m76A3,12.3.1.9,12
000184564,e2d73A3,12.3.1.10,12
000374036,e3a24B2,12.3.1.10,12
001942596,e5hqaA1,12.3.1.10,12
002163580,e5xfmA3,12.3.1.10,12
000002022,e1lf6A1,12.3.1.11,12
000002023,e1ulvA3,12.3.1.11,12
000002020,e1h54A1,12.3.1.14,12
001498251,e4ktpA1,12.3.1.14,12
001590561,e3wiqA3,12.3.1.14,12
002774101,e6w0pA2,12.3.1.14,12
002774110,e6w0pD2,12.3.1.14,12
002795822,e7fe3A2,12.3.1.14,12
001031043,e2rdyA2,12.3.1.16,12
001498212,e2eabA1,12.3.1.16,12
001565210,e4ufcA2,12.3.1.16,12
002775472,e7kmqA2,12.3.1.16,12
000200691,e3e7jA2,12.3.1.18,12
001142002,e4mmhA2,12.3.1.18,12
001142021,e4ojzA2,12.3.1.18,12
001222122,e3aflA7,12.3.1.18,12
001498250,e4fnvA2,12.3.1.18,12
001839428,e5jmdA1,12.3.1.18,12
000002015,e1cb8A2,12.3.1.19,12
000002016,e1rwhA2,12.3.1.19,12
000002017,e1n7oA2,12.3.1.19,12
000002018,e1x1iA2,12.3.1.19,12
000002019,e1hn0A3,12.3.1.19,12
000197735,e2q1fA1,12.3.1.19,12
000002027,e1nkgA3,12.3.1.22,12
000185078,e3blcA1,12.3.1.23,12
001226563,e2wvxA4,12.3.1.25,12
001933941,e5swiB2,12.3.1.25,12
000223806,e2xsgA1,12.3.1.25,12
002325226,e6f91D3,12.3.1.25,12
002325221,e6f8zA1,12.3.1.25,12
002900289,e7zgmA2,12.3.1.25,12
001005474,e2zxqA2,12.3.1.26,12
001166430,e3ecqB9,12.3.1.26,12
001005530,e3vsmA2,12.3.1.30,12
001291944,e4c1pA1,12.3.1.32,12
001108124,e4k35A1,12.3.1.33,12
002171194,e5xc2D1,12.3.1.33,12
000002026,e1txkA2,12.3.1.34,12
000139039,e3mi6A2,12.3.1.35,12
001148155,e2xn0A1,12.3.1.35,12
001381504,e4fnpA2,12.3.1.35,12
002538976,e6phuA3,12.3.1.35,12
002629390,e6jhpA1,12.3.1.35,12
000002029,e1zy9A1,12.3.1.36,12
000198985,e3c67A2,12.3.1.50,12
001312443,e3lvtA4,12.3.1.51,12
001914464,e5jm0A2,12.3.1.51,12
002129042,e5kzxA5,12.3.1.55,12
001806533,e4j5tA1,12.3.1.56,12
002141088,e5mhfC1,12.3.1.56,12
002863107,e7t66A1,12.3.1.56,12
000002021,e1v7wA1,12.3.1.88,12
001508637,e3actA2,12.3.1.88,12
001559104,e4zleA2,12.3.1.88,12
002099578,e5nz7A2,12.3.1.88,12
002388378,e6ggyA2,12.3.1.88,12
001828687,e5fjsB2,12.3.1.89,12
000002036,e1qwnA4,12.3.1.90,12
000002035,e1o7dD3,12.3.1.90,12
001918389,e5m1iA1,12.3.1.116,12
001676538,e5cd6A1,12.3.1.122,12
002033770,e5h3zA2,12.3.1.123,12
002033771,e5h3zA3,12.3.1.124,12
002337265,e5xq3A3,12.3.1.125,12
002427537,e5xq3B1,12.3.1.126,12
002085737,e5upmA2,12.3.1.127,12
002082647,e5wzrB1,12.3.1.128,12
002389389,e5y83A2,12.3.1.129,12
002559797,e6hq6A1,12.3.1.130,12
002323920,e5opqA1,12.3.1.131,12
002089784,e5nokA1,12.3.1.132,12
002532545,e6fopA2,12.3.1.133,12
000001775,e2ov0A1,3156.1.1.1,3156
000001776,e1plcA1,3156.1.1.1,3156
000001777,e1kdjA1,3156.1.1.1,3156
000001778,e2q5bA1,3156.1.1.1,3156
000001779,e1bqkA1,3156.1.1.1,3156
000001781,e2ccwA1,3156.1.1.1,3156
000001782,e1qhqA1,3156.1.1.1,3156
000169885,e3ef4A1,3156.1.1.1,3156
001828646,e5fc9A1,3156.1.1.1,3156
002101316,e5sydA1,3156.1.1.1,3156
000001783,e1e30A1,3156.1.1.1,3156
002512597,e6hbeC3,3156.1.1.1,3156
000001786,e1fwxA1,3156.1.1.2,3156
000001788,e1v54B1,3156.1.1.2,3156
000001789,e2cuaA1,3156.1.1.2,3156
000411700,e3om3B2,3156.1.1.2,3156
001172497,e2yevB4,3156.1.1.2,3156
000001787,e1cyxA1,3156.1.1.2,3156
002410386,e6adqE1,3156.1.1.2,3156
002570171,e6kobB2,3156.1.1.2,3156
002771100,e7degB1,3156.1.1.2,3156
002793891,e7e1vE1,3156.1.1.2,3156
001872617,e3abgB2,3156.1.1.6,3156
001877761,e3abgA3,3156.1.1.6,3156
000001796,e1kv7A3,3156.1.1.6,3156
000001799,e1gskA3,3156.1.1.6,3156
000001802,e1aozA3,3156.1.1.6,3156
000001808,e2q9oA3,3156.1.1.6,3156
000992804,e1zpuC1,3156.1.1.6,3156
000001805,e1hfuA3,3156.1.1.6,3156
001242959,e4nerA5,3156.1.1.6,3156
001395959,e2uxtA3,3156.1.1.6,3156
001834029,e3sqrA2,3156.1.1.6,3156
001843699,e3gyrA3,3156.1.1.6,3156
002071119,e5lm8A2,3156.1.1.6,3156
001878323,e2zwnA1,3156.1.1.6,3156
001128767,e4f7kB3,3156.1.1.6,3156
001169945,e3aw5A5,3156.1.1.6,3156
001738590,e5afaA2,3156.1.1.6,3156
001758367,e3uabA1,3156.1.1.6,3156
001680607,e4uahC1,3156.1.1.6,3156
002565035,e6klgA2,3156.1.1.6,3156
002634868,e6syyA1,3156.1.1.6,3156
002713809,e6vowA2,3156.1.1.6,3156
000001803,e1hfuA1,3156.1.1.7,3156
000001806,e2q9oA1,3156.1.1.7,3156
001169968,e4f7kA2,3156.1.1.7,3156
001405260,e4najA1,3156.1.1.7,3156
002565034,e6klgA1,3156.1.1.7,3156
000153264,e4hcfA1,3156.1.1.8,3156
000001785,e1ibyA1,3156.1.1.8,3156
001568686,e2mryA1,3156.1.1.8,3156
001169973,e2dv6A5,3156.1.1.8,3156
002700336,e7aq2A1,3156.1.1.8,3156
003008611,e7wguA2,3156.1.1.8,3156
000001780,e1f56A1,3156.1.1.9,3156
000001784,e1ws8A1,3156.1.1.9,3156
000224406,e3n55.1,3156.1.1.10,3156
000001816,e1ikoP1,3156.1.1.11,3156
000001817,e1shxA1,3156.1.1.11,3156
000001818,e2dexX1,3156.1.1.12,3156
001765478,e4n20A3,3156.1.1.12,3156
001868456,e5hp5A3,3156.1.1.12,3156
002448163,e6ce1A2,3156.1.1.12,3156
001117791,e4lzkB1,3156.1.1.13,3156
001289493,e4q52A1,3156.1.1.13,3156
001299904,e4pibA1,3156.1.1.13,3156
000001815,e1sddB4,3156.1.1.15,3156
001243119,e3j2qA13,3156.1.1.15,3156
001307451,e4bdvB4,3156.1.1.15,3156
000001813,e1sddA2,3156.1.1.15,3156
000001810,e2j5wA2,3156.1.1.15,3156
001755761,e4bxsV8,3156.1.1.15,3156
001101462,e3j2qA3,3156.1.1.15,3156
000001811,e2j5wA4,3156.1.1.16,3156
001755757,e4bxsV4,3156.1.1.16,3156
001806453,e1sddB3,3156.1.1.16,3156
000001809,e2j5wA1,3156.1.1.16,3156
002140717,e5n0kA6,3156.1.1.16,3156
002527087,e6mf0A4,3156.1.1.16,3156
002731252,e7kxyB4,3156.1.1.16,3156
000001791,e2bw4A2,3156.1.1.17,3156
000001793,e1kbvA2,3156.1.1.17,3156
001243468,e4knsA5,3156.1.1.17,3156
001169940,e3gdcA3,3156.1.1.17,3156
002469632,e5zl1A1,3156.1.1.17,3156
002512596,e6hbeC2,3156.1.1.17,3156
001877760,e3abgA2,3156.1.1.18,3156
000001794,e1kv7A1,3156.1.1.18,3156
001138380,e3gdcC1,3156.1.1.18,3156
001169983,e3zx1A4,3156.1.1.18,3156
001169944,e3aw5A4,3156.1.1.18,3156
001395958,e2uxtA2,3156.1.1.18,3156
001738591,e5afaA3,3156.1.1.18,3156
000001797,e1gskA1,3156.1.1.18,3156
001489710,e3x1nA2,3156.1.1.18,3156
001843697,e3gyrA1,3156.1.1.18,3156
001405261,e4najA2,3156.1.1.18,3156
000001790,e2bw4A1,3156.1.1.18,3156
001000565,e2zooA2,3156.1.1.18,3156
002469633,e5zl1A2,3156.1.1.18,3156
002512595,e6hbeC1,3156.1.1.18,3156
002634870,e6syyA3,3156.1.1.18,3156
001127150,e4bedB9,3156.1.1.19,3156
001839956,e5d06A1,3156.1.1.20,3156
000001801,e1aozA2,3156.1.1.41,3156
000001804,e1hfuA2,3156.1.1.41,3156
000001807,e2q9oA2,3156.1.1.41,3156
001169981,e1zpuB6,3156.1.1.41,3156
001834030,e3sqrA3,3156.1.1.41,3156
001843698,e3gyrA2,3156.1.1.41,3156
001872618,e3abgB4,3156.1.1.41,3156
000001795,e1kv7A2,3156.1.1.41,3156
000001798,e1gskA2,3156.1.1.41,3156
001169946,e3aw5A6,3156.1.1.41,3156
001169984,e3zx1A5,3156.1.1.41,3156
001169970,e4f7kA6,3156.1.1.41,3156
001242957,e4nerA4,3156.1.1.41,3156
001738589,e5afaA1,3156.1.1.41,3156
002565036,e6klgA3,3156.1.1.41,3156
002634869,e6syyA2,3156.1.1.41,3156
002713810,e6vowA3,3156.1.1.41,3156
002721677,e6xizA1,3156.1.1.41,3156
000185399,e3la4A4,65.1.1.4,65
001546113,e2mm8A1,65.1.1.4,65
000185427,e3nqbA1,65.1.1.9,65
000001034,e1o12A1,65.1.1.9,65
000001040,e3be7A1,65.1.1.9,65
000001032,e1onwA1,65.1.1.9,65
002325683,e6fv3D2,65.1.1.9,65
002701929,e7cdhX1,65.1.1.9,65
002724445,e7nutA1,65.1.1.9,65
000001035,e1yrrA1,65.1.1.10,65
002588530,e6jkuA2,65.1.1.10,65
000001030,e2uz9A1,65.1.1.11,65
002516869,e6oh9A2,65.1.1.11,65
002518545,e6ohaA1,65.1.1.11,65
000001042,e2bb0A1,65.1.1.12,65
000001031,e2i9uA1,65.1.1.16,65
000001045,e2p9bA1,65.1.1.17,65
000001043,e2puzA1,65.1.1.17,65
000001044,e2q09A1,65.1.1.17,65
000332515,e2vhlB1,65.1.1.19,65
001517883,e4dzhA1,65.1.1.22,65
000001029,e2oodA1,65.1.1.22,65
001608989,e4dykB2,65.1.1.22,65
002516871,e6ohbA1,65.1.1.22,65
000001028,e2pajA1,65.1.1.23,65
001600013,e2ogjF2,65.1.1.25,65
000001038,e2icsA1,65.1.1.25,65
000001046,e2imrA1,65.1.1.27,65
001814073,e4m51A2,65.1.1.31,65
002756564,e7lkkA2,65.1.1.31,65
001291860,e4jnrB2,65.1.1.33,65
001235605,e3icjA8,65.1.1.38,65
001003725,e3ggmA1,65.1.1.38,65
001620134,e3ooqA2,65.1.1.38,65
001761543,e3ooqF1,65.1.1.61,65
000139417,e3n2cA1,65.1.1.85,65
000196377,e2qt3A2,65.1.1.85,65
001891440,e5t5iA1,65.1.1.85,65
002429582,e6nboA2,65.1.1.85,65
002555607,e6s6yA1,65.1.1.85,65
002776329,e7bkbG2,65.1.1.85,65
001582842,e4f0lB2,65.1.1.94,65
001235616,e3mkvD6,65.1.1.100,65
001574697,e4rzbA2,65.1.1.106,65
001310614,e4c5yA2,65.1.1.119,65
000001041,e2qs8A1,65.1.1.119,65
000184489,e1m7jA1,65.1.1.119,65
001292004,e4l9xB2,65.1.1.120,65
000001027,e1p1mA1,65.1.1.120,65
001921547,e4v1xE1,65.1.1.120,65
002570601,e6sj2B2,65.1.1.120,65
002773967,e6sj0B2,65.1.1.120,65
003010143,e7ww2A1,65.1.1.120,65
000140006,e3mtwA1,65.1.1.121,65
001498263,e4wgxA1,65.1.1.121,65
000001022,e1gkrA1,65.1.1.122,65
001235541,e1nfgC4,65.1.1.122,65
000001025,e2ftwA1,65.1.1.122,65
001504477,e4c6bA1,65.1.1.122,65
001235657,e2gwnA3,65.1.1.122,65
000001026,e1xrtA1,65.1.1.122,65
001505083,e3hm7A1,65.1.1.122,65
001683361,e2z00A2,65.1.1.122,65
001870450,e3griB1,65.1.1.122,65
000001024,e2fvkA1,65.1.1.122,65
001240841,e3e74B2,65.1.1.122,65
000150761,e3sfwA1,65.1.1.122,65
002081263,e5nnlA2,65.1.1.123,65
002581382,e6i5sA1,65.1.1.124,65
002516870,e6oh9A3,65.1.1.125,65
000146656,e3hueA1,73.1.1.1,73
000002058,e1dmzA1,73.1.1.1,73
000002059,e1lgpA1,73.1.1.1,73
000002061,e1mzkA1,73.1.1.1,73
000002062,e1uhtA1,73.1.1.1,73
000002065,e1wlnA1,73.1.1.1,73
000002066,e2g1lA1,73.1.1.1,73
000134354,e3gqsA1,73.1.1.1,73
000135452,e3hx1A1,73.1.1.1,73
000153099,e4h87A1,73.1.1.1,73
000164377,e2jpeA1,73.1.1.1,73
000171832,e2kfuA1,73.1.1.1,73
000199093,e2jqjA1,73.1.1.1,73
000002060,e1gxcA1,73.1.1.1,73
000002057,e1g6gA1,73.1.1.1,73
000357309,e3elsA1,73.1.1.1,73
000002067,e2ff4A1,73.1.1.1,73
000002068,e2pieA1,73.1.1.1,73
000002063,e2affA1,73.1.1.1,73
001169333,e3va4A2,73.1.1.1,73
001169334,e3vpyA2,73.1.1.1,73
001238926,e3ounA2,73.1.1.1,73
001300194,e4qcjA1,73.1.1.1,73
001393306,e4jonB1,73.1.1.1,73
001238938,e4d9vB2,73.1.1.1,73
001695186,e4ym4A1,73.1.1.1,73
001722656,e5djoB1,73.1.1.1,73
001842649,e5a8iA1,73.1.1.1,73
002070620,e2n84A1,73.1.1.1,73
002389125,e6ar0A1,73.1.1.1,73
002393344,e5yyxA1,73.1.1.1,73
002388612,e6ccdA1,73.1.1.1,73
002434079,e6cahA1,73.1.1.1,73
002512762,e6a8wA1,73.1.1.1,73
002534084,e6hbzA2,73.1.1.1,73
000002070,e1wv3A1,73.1.1.2,73
000002069,e1qwtA1,73.1.1.3,73
000169139,e3dshA1,73.1.1.3,73
001688814,e5bviA1,73.1.1.3,73
002142307,e5oemA1,73.1.1.3,73
000185202,e3egbA1,73.1.1.5,73
000002071,e1wv3A2,73.1.1.7,73
000137911,e3kt9A1,73.1.1.8,73
000002064,e2brfA1,73.1.1.8,73
001713851,e5e50A1,73.1.1.8,73
000143796,e2xxsA1,73.1.1.9,73
001005587,e4g2sA1,73.1.1.9,73
000147594,e3uv0A1,73.1.1.10,73
000002056,e1mjsA1,73.1.1.19,73
001413999,e1g88A1,73.1.1.19,73
001860645,e4r9pA1,73.1.1.19,73
002722184,e7cd1A1,73.1.1.19,73
001673887,e4s3hA1,73.1.1.20,73
001811383,e5fwhA1,73.1.1.21,73
001811384,e5fwhA2,73.1.1.22,73
001566711,e4xm4C1,207.1.1.29,207
001877702,e5lj3W1,207.1.1.29,207
000007200,e1a9nA1,207.1.1.29,207
001503423,e4ow2A1,207.1.1.29,207
000007199,e1kohA2,207.1.1.29,207
001495423,e4wwuE2,207.1.1.29,207
001557675,e4xosA1,207.1.1.29,207
001030869,e1h6tA3,207.1.1.29,207
000007198,e1dceA3,207.1.1.29,207
000007207,e1m9lA1,207.1.1.29,207
002442400,e6mkyB1,207.1.1.29,207
000007201,e1igrA1,207.1.1.30,207
000007202,e1igrA2,207.1.1.30,207
000007203,e1m6bA1,207.1.1.30,207
000007204,e3b2uA1,207.1.1.30,207
000007205,e1n8yC1,207.1.1.30,207
001806510,e3ltfC1,207.1.1.30,207
001806512,e3ltfC3,207.1.1.30,207
000007186,e2astB2,207.1.1.48,207
000007182,e1z7xW1,207.1.1.48,207
001088877,e4kxfK5,207.1.1.48,207
001281187,e4im6A1,207.1.1.48,207
001255225,e3c6pB3,207.1.1.48,207
001394386,e3ogkB1,207.1.1.48,207
001108122,e4k17A2,207.1.1.48,207
001034014,e2ra8A2,207.1.1.48,207
001173473,e4i6jB3,207.1.1.48,207
000134253,e3gozA1,207.1.1.48,207
001637102,e4r6gA3,207.1.1.48,207
001807422,e3un9A1,207.1.1.48,207
000007185,e2ca6A1,207.1.1.48,207
001851184,e5irmA5,207.1.1.48,207
000007183,e1io0A1,207.1.1.48,207
001597015,e4xa9C1,207.1.1.48,207
001289501,e4q62A1,207.1.1.48,207
000007184,e1pgvA1,207.1.1.48,207
002507113,e6o60C2,207.1.1.48,207
002704730,e7ju4l1,207.1.1.48,207
002740212,e6w66B1,207.1.1.48,207
002740213,e6w66B2,207.1.1.48,207
002773595,e6npyA1,207.1.1.48,207
002774505,e6vcdB1,207.1.1.48,207
001255244,e2z7xB3,207.1.1.51,207
000327474,e2z66A1,207.1.1.51,207
001565552,e4ufsA1,207.1.1.51,207
002056804,e1ziwA1,207.1.1.51,207
001031005,e2omzA3,207.1.1.51,207
001557587,e4tzhA1,207.1.1.51,207
001585755,e4cc4E2,207.1.1.51,207
001390138,e3a79A2,207.1.1.51,207
001390958,e3ciyA2,207.1.1.51,207
002056692,e3t6qA3,207.1.1.51,207
001124911,e4nkhA1,207.1.1.51,207
000007190,e1jl5A1,207.1.1.51,207
000185277,e3g06A1,207.1.1.51,207
001595578,e4r5dA1,207.1.1.51,207
002056776,e3wpgA1,207.1.1.51,207
001571924,e4fcgA1,207.1.1.51,207
002056775,e3wpfA3,207.1.1.51,207
001832854,e4b8cK1,207.1.1.51,207
001758517,e2z63A2,207.1.1.51,207
001097257,e4l3aA1,207.1.1.51,207
001886117,e5jh5A1,207.1.1.51,207
001680547,e4r6aB2,207.1.1.51,207
001893338,e5gmfA1,207.1.1.51,207
002057224,e5hz0B1,207.1.1.51,207
001557593,e4u09B1,207.1.1.51,207
002056447,e3j0aB2,207.1.1.51,207
001954217,e5hl3A2,207.1.1.51,207
001255097,e4g8aA3,207.1.1.51,207
001693364,e5d3iA2,207.1.1.51,207
001692183,e4z0cA1,207.1.1.51,207
000185439,e3ojaA1,207.1.1.51,207
001031127,e4ecnA1,207.1.1.51,207
001759960,e5hzlB2,207.1.1.51,207
002056805,e1ziwA2,207.1.1.51,207
002066777,e3wpcA1,207.1.1.51,207
001759377,e3rg1I1,207.1.1.51,207
000185442,e3ojaB1,207.1.1.51,207
000154613,e4glpA1,207.1.1.51,207
002056773,e3wpfA1,207.1.1.51,207
001297470,e4qdhA1,207.1.1.51,207
001921793,e5gr9B1,207.1.1.51,207
001759137,e3rizA1,207.1.1.51,207
001810859,e5b0nA1,207.1.1.51,207
001030871,e1h6uA3,207.1.1.51,207
001338388,e4aw4A2,207.1.1.51,207
001593640,e3bz5A1,207.1.1.51,207
001607409,e4fmzB1,207.1.1.51,207
001508802,e4bsrA2,207.1.1.51,207
002331122,e6g9lA2,207.1.1.51,207
002410254,e6gffI2,207.1.1.51,207
002443684,e5xjxG1,207.1.1.51,207
002443902,e6e58A4,207.1.1.51,207
002499652,e6k2dB1,207.1.1.51,207
002507112,e6o60C1,207.1.1.51,207
002709691,e6lx0A1,207.1.1.51,207
002721228,e7d2tA1,207.1.1.51,207
002754120,e7ax1A2,207.1.1.51,207
002807282,e7shlL1,207.1.1.51,207
002860687,e7sd0A1,207.1.1.51,207
002875897,e7b1bA1,207.1.1.51,207
002877994,e7drbC1,207.1.1.51,207
002877999,e7drcC1,207.1.1.51,207
001281087,e4fs7A1,207.1.1.55,207
001295939,e4h09D1,207.1.1.55,207
001501314,e4cp6A1,207.1.1.55,207
001600195,e4fdwA2,207.1.1.55,207
001297113,e4ojuA1,207.1.1.55,207
001255239,e3sb4A2,207.1.1.55,207
001281127,e4gt6A1,207.1.1.55,207
000184833,e2lz0A1,207.1.1.55,207
002035475,e4fdwA1,207.1.1.55,207
002043052,e4fd0A2,207.1.1.55,207
002576217,e6mlxC1,207.1.1.55,207
002899802,e7zalAAA1,207.1.1.55,207
001833524,e1ivoA4,207.1.1.212,207
001599332,e4r5cA1,207.1.1.213,207
000402715,e3oglH2,207.1.1.217,207
000318235,e2p1nE2,207.1.1.218,207
001254976,e3un9C2,207.1.1.219,207
001180308,e4nuzA2,207.1.1.221,207
001255051,e3twiE2,207.1.1.223,207
000366145,e3g3bE1,207.1.1.223,207
000222890,e4arrA1,207.1.1.223,207
001255240,e3v44A2,207.1.1.223,207
001122389,e4bv4R1,207.1.1.223,207
002056886,e5hg4A1,207.1.1.223,207
000329105,e2z81A1,207.1.1.223,207
000007196,e1xwdC1,207.1.1.223,207
000165344,e2v70A1,207.1.1.223,207
000328344,e2v9tB1,207.1.1.223,207
001406722,e4pbwB1,207.1.1.223,207
001734655,e5a5cA1,207.1.1.223,207
001790203,e4xsqA1,207.1.1.223,207
000007193,e1w8aA1,207.1.1.223,207
002056224,e2a0zA1,207.1.1.223,207
001406337,e4v2eA1,207.1.1.223,207
000134555,e2wfhA1,207.1.1.223,207
001667830,e4r6fA3,207.1.1.223,207
000007195,e2ifgA2,207.1.1.223,207
001411651,e4rcaB1,207.1.1.223,207
001579500,e4r6jD1,207.1.1.223,207
001692184,e4z0cA2,207.1.1.223,207
001693363,e5d3iA1,207.1.1.223,207
000142604,e2xwtC1,207.1.1.223,207
001392735,e2id5A1,207.1.1.223,207
002056669,e3rg1E2,207.1.1.223,207
001349648,e4pufA1,207.1.1.223,207
001407299,e4b8cJ2,207.1.1.223,207
001411654,e4rcwA1,207.1.1.223,207
002056891,e5hg6A2,207.1.1.223,207
001255180,e2xotB3,207.1.1.223,207
002034058,e5mx0B1,207.1.1.223,207
000007192,e1oznA1,207.1.1.223,207
001180304,e4lxrA1,207.1.1.223,207
001254890,e4bssB5,207.1.1.223,207
001936104,e5lfnA1,207.1.1.223,207
002056225,e2a0zA2,207.1.1.223,207
002056799,e2z7xA1,207.1.1.223,207
000007194,e1xkuA1,207.1.1.223,207
000184310,e3rfeA1,207.1.1.223,207
001545208,e4u7lA1,207.1.1.223,207
001144865,e4cnmA1,207.1.1.223,207
001397877,e4qxfA1,207.1.1.223,207
001173476,e3a79B4,207.1.1.223,207
001624177,e4j4lB1,207.1.1.223,207
001834428,e3zyjA2,207.1.1.223,207
000007191,e1p9aG1,207.1.1.223,207
001390957,e3ciyA1,207.1.1.223,207
001789392,e5il7A1,207.1.1.223,207
001759375,e3fxiA1,207.1.1.223,207
001508801,e4bsrA1,207.1.1.223,207
002129487,e5ueiA1,207.1.1.223,207
002320971,e5yq5B1,207.1.1.223,207
002328898,e5y30A1,207.1.1.223,207
002142350,e5xnpA1,207.1.1.223,207
002410253,e6gffI1,207.1.1.223,207
002709676,e6lw1A2,207.1.1.223,207
002793171,e7da7A1,207.1.1.223,207
002875901,e7b1cC1,207.1.1.223,207
001933482,e5gr8A1,207.1.1.224,207
001822511,e5iyvA1,207.1.1.224,207
001173484,e4hq1A3,207.1.1.224,207
001779903,e4z63A2,207.1.1.224,207
002056478,e4lsxB1,207.1.1.224,207
002057188,e5hz3B1,207.1.1.224,207
001759138,e3rizA2,207.1.1.224,207
001173480,e4mn8A6,207.1.1.224,207
001255027,e4mnaA5,207.1.1.224,207
001779901,e4z62A2,207.1.1.224,207
001557589,e4u06A1,207.1.1.224,207
001822506,e5ixoA2,207.1.1.224,207
001406783,e4q3gB1,207.1.1.224,207
001779900,e4z62A1,207.1.1.224,207
001878726,e5iyxA1,207.1.1.224,207
001387120,e4lsaA2,207.1.1.224,207
001933483,e5gr8A2,207.1.1.224,207
000007197,e1ogqA1,207.1.1.224,207
001916530,e5gijB1,207.1.1.224,207
001604287,e4j0mB2,207.1.1.224,207
001779890,e4z5wA1,207.1.1.224,207
001255026,e4mnaA4,207.1.1.224,207
001820968,e4j0mA1,207.1.1.224,207
002172837,e6g3wD1,207.1.1.224,207
002141472,e5y9wB1,207.1.1.224,207
002390882,e6djbB2,207.1.1.224,207
002441939,e5xjxK1,207.1.1.224,207
002441938,e5xjoC1,207.1.1.224,207
002485452,e6r1hA1,207.1.1.224,207
002574298,e6s6qA1,207.1.1.224,207
002774079,e6tmeA1,207.1.1.224,207
002877995,e7drbC2,207.1.1.224,207
002878000,e7drcC2,207.1.1.224,207
001759376,e3fxiA2,207.1.1.225,207
002056444,e3j0aA2,207.1.1.225,207
002056666,e3rg1A1,207.1.1.225,207
001653581,e3b2dA1,207.1.1.225,207
002056690,e3t6qA1,207.1.1.225,207
002984590,e8c7hI2,207.1.1.225,207
001870494,e5hzgF2,207.1.1.226,207
000168680,e3dzeA1,207.1.1.227,207
002452988,e5zb2A1,207.1.1.228,207
000007218,e1oflA1,207.2.1.3,207
002010241,e5gkdA1,207.2.1.3,207
002512645,e5z9tA1,207.2.1.3,207
002527960,e6qpsA1,207.2.1.3,207
002770983,e7o79A1,207.2.1.3,207
001316582,e4qrkA1,207.2.1.4,207
001508487,e4yguD1,207.2.1.5,207
000376958,e3jx8B1,207.2.1.5,207
000386862,e3lycA1,207.2.1.5,207
000998972,e3petA1,207.2.1.5,207
001285094,e4opwA1,207.2.1.5,207
001347550,e4phbA1,207.2.1.6,207
001030931,e1v0eA5,207.2.1.7,207
001312379,e4hizA1,207.2.1.7,207
000007226,e1rwrA1,207.2.1.10,207
000184847,e2odlA1,207.2.1.10,207
001109400,e4i84A1,207.2.1.10,207
001569537,e4w8qA1,207.2.1.10,207
001832717,e4rm6A1,207.2.1.10,207
001102294,e2kzwA2,207.2.1.11,207
000007211,e1ee6A1,207.2.1.12,207
001674024,e4u49A2,207.2.1.12,207
000007222,e1qjvA1,207.2.1.14,207
000007223,e1gq8A1,207.2.1.14,207
001174164,e3grhA2,207.2.1.14,207
001406764,e4pmhA1,207.2.1.14,207
001564339,e5c1cA1,207.2.1.14,207
000007208,e1o88A1,207.2.1.15,207
000007209,e1pe9A1,207.2.1.15,207
000007210,e1bn8A1,207.2.1.15,207
000007212,e1pxzA1,207.2.1.15,207
000007213,e1qcxA1,207.2.1.15,207
000151440,e3vmvA1,207.2.1.15,207
000151191,e3zscA1,207.2.1.15,207
000167157,e2qx3A1,207.2.1.15,207
001109309,e4hwvA1,207.2.1.15,207
002322743,e5gt5A1,207.2.1.15,207
002325227,e6fi2A1,207.2.1.15,207
002875956,e7bbvA1,207.2.1.15,207
001487322,e1tywA2,207.2.1.18,207
000007220,e1ru4A1,207.2.1.23,207
002139005,e5olqC1,207.2.1.23,207
000007221,e1ogmX2,207.2.1.26,207
001406615,e3wwgA2,207.2.1.26,207
002453323,e6nzsA1,207.2.1.26,207
001148137,e4oj6C2,207.2.1.27,207
000184924,e2vbeA1,207.2.1.27,207
000185220,e3eqnA2,207.2.1.27,207
002041632,e5jsdA1,207.2.1.27,207
000185219,e3eqnA1,207.2.1.27,207
000007215,e1bheA1,207.2.1.28,207
000007216,e1k5cA1,207.2.1.28,207
000007217,e1hg8A1,207.2.1.28,207
001098768,e4c2lA1,207.2.1.28,207
000184984,e2x6wA1,207.2.1.28,207
001395398,e3sucA1,207.2.1.28,207
000007214,e1rmgA1,207.2.1.28,207
000137131,e3jurA1,207.2.1.28,207
001174159,e2uveA3,207.2.1.28,207
000007219,e1h80A1,207.2.1.28,207
001121177,e4mxnB1,207.2.1.28,207
001144443,e4mr0A1,207.2.1.28,207
001308049,e1h80B1,207.2.1.28,207
001563345,e2x3hA1,207.2.1.28,207
001714446,e4rmxA1,207.2.1.28,207
002512589,e6c72A1,207.2.1.28,207
002546335,e5zruA1,207.2.1.28,207
002793486,e7dmkA2,207.2.1.28,207
002875954,e7b8bB1,207.2.1.28,207
001389151,e4q1qA1,207.2.1.51,207
001141999,e4kh3A1,207.2.1.51,207
000139914,e3n6zA1,207.2.1.53,207
000185295,e3h09A3,207.2.1.54,207
001396451,e1wxrA2,207.2.1.54,207
001309426,e4om9A1,207.2.1.54,207
001309012,e3syjA1,207.2.1.54,207
000146239,e3ml3A1,207.2.1.55,207
002044887,e5ke1A2,207.2.1.55,207
002833315,e7ko9A2,207.2.1.55,207
001786495,e2qv3A1,207.2.1.71,207
